departamento,provincia,distrito,ubigeo_inei,ubigeo_reniec,altitud_msnm,latitud,longitud
HUANCAVELICA,TAYACAJA,LAMBRAS,90724.0,80533.0,,,
HUANCAVELICA,TAYACAJA,COCHABAMBA,90725.0,80534.0,,,
HUANUCO,HUANUCO,HUANUCO,100101.0,90101.0,1921.0,-9.93,-76.2397222222222
HUANUCO,HUANUCO,AMARILIS,100102.0,90110.0,1950.0,-9.94,-76.2405555555556
HUANUCO,HUANUCO,CHINCHAO,100103.0,90102.0,2122.0,-9.80166666666667,-76.0708333333333
HUANUCO,HUANUCO,CHURUBAMBA,100104.0,90103.0,1954.0,-9.82611111111111,-76.1338888888889
HUANUCO,HUANUCO,MARGOS,100105.0,90104.0,3555.0,-10.0052777777778,-76.5233333333333
HUANUCO,HUANUCO,QUISQUI,100106.0,90105.0,2427.0,-9.90472222222222,-76.3925
HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,100107.0,90106.0,2247.0,-9.98083333333333,-76.2841666666667
HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,100108.0,90107.0,3587.0,-10.0563888888889,-76.4855555555555
HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,100109.0,90108.0,1939.0,-9.86250000000001,-76.17
HUANUCO,HUANUCO,YARUMAYO,100110.0,90109.0,3055.0,-10.0044444444444,-76.4686111111111
HUANUCO,HUANUCO,PILLCO MARCA,100111.0,90111.0,1996.0,-9.96083333333334,-76.2491666666667
HUANUCO,HUANUCO,YACUS,100112.0,90112.0,3243.0,-9.98611111111111,-76.5058333333333
HUANUCO,HUANUCO,SAN PABLO DE PILLAO,100113.0,90113.0,2954.0,-9.78638888888889,-75.9994444444445
HUANUCO,AMBO,AMBO,100201.0,90201.0,2106.0,-10.1291666666667,-76.2044444444445
HUANUCO,AMBO,CAYNA,100202.0,90202.0,3332.0,-10.2725,-76.3883333333333
HUANUCO,AMBO,COLPAS,100203.0,90203.0,2740.0,-10.2683333333333,-76.4152777777778
HUANUCO,AMBO,CONCHAMARCA,100204.0,90204.0,2185.0,-10.0358333333333,-76.2169444444445
HUANUCO,AMBO,HUACAR,100205.0,90205.0,2157.0,-10.1594444444444,-76.2366666666667
HUANUCO,AMBO,SAN FRANCISCO,100206.0,90206.0,3521.0,-10.3427777777778,-76.2919444444445
HUANUCO,AMBO,SAN RAFAEL,100207.0,90207.0,2720.0,-10.3377777777778,-76.1822222222222
HUANUCO,AMBO,TOMAY KICHWA,100208.0,90208.0,2049.0,-10.0775,-76.2125
HUANUCO,DOS DE MAYO,LA UNION,100301.0,90301.0,3275.0,-9.83777777777778,-76.8036111111111
HUANUCO,DOS DE MAYO,CHUQUIS,100307.0,90307.0,3375.0,-9.67638888888889,-76.7052777777778
HUANUCO,DOS DE MAYO,MARIAS,100311.0,90312.0,3508.0,-9.6075,-76.7066666666667
HUANUCO,DOS DE MAYO,PACHAS,100313.0,90314.0,3474.0,-9.70666666666667,-76.7711111111111
HUANUCO,DOS DE MAYO,QUIVILLA,100316.0,90316.0,2972.0,-9.6,-76.7258333333333
HUANUCO,DOS DE MAYO,RIPAN,100317.0,90317.0,3233.0,-9.82861111111111,-76.8030555555556
HUANUCO,DOS DE MAYO,SHUNQUI,100321.0,90321.0,3542.0,-9.73111111111111,-76.7833333333333
HUANUCO,DOS DE MAYO,SILLAPATA,100322.0,90322.0,3459.0,-9.75722222222222,-76.7747222222222
HUANUCO,DOS DE MAYO,YANAS,100323.0,90323.0,3477.0,-9.71444444444444,-76.7502777777778
HUANUCO,HUACAYBAMBA,HUACAYBAMBA,100401.0,90901.0,3176.0,-9.03805555555555,-76.9525
HUANUCO,HUACAYBAMBA,CANCHABAMBA,100402.0,90903.0,3208.0,-8.88472222222222,-77.1230555555555
HUANUCO,HUACAYBAMBA,COCHABAMBA,100403.0,90904.0,3293.0,-9.09527777777778,-76.8363888888889
HUANUCO,HUACAYBAMBA,PINRA,100404.0,90902.0,2874.0,-8.92472222222222,-77.015
HUANUCO,HUAMALIES,LLATA,100501.0,90401.0,3489.0,-9.54972222222222,-76.8186111111111
HUANUCO,HUAMALIES,ARANCAY,100502.0,90402.0,3066.0,-9.17138888888889,-76.7513888888889
HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,100503.0,90403.0,3382.0,-9.42305555555556,-76.7713888888889
HUANUCO,HUAMALIES,JACAS GRANDE,100504.0,90404.0,3625.0,-9.54,-76.7366666666667
HUANUCO,HUAMALIES,JIRCAN,100505.0,90405.0,3211.0,-9.24694444444444,-76.7191666666667
HUANUCO,HUAMALIES,MIRAFLORES,100506.0,90406.0,3688.0,-9.49388888888889,-76.8186111111111
HUANUCO,HUAMALIES,MONZON,100507.0,90407.0,982.0,-9.28,-76.3966666666667
HUANUCO,HUAMALIES,PUNCHAO,100508.0,90408.0,3560.0,-9.46222222222222,-76.8197222222222
HUANUCO,HUAMALIES,PUÑOS,100509.0,90409.0,3749.0,-9.50055555555556,-76.8838888888889
HUANUCO,HUAMALIES,SINGA,100510.0,90410.0,3649.0,-9.38861111111111,-76.8125
HUANUCO,HUAMALIES,TANTAMAYO,100511.0,90411.0,3517.0,-9.3925,-76.72
HUANUCO,LEONCIO PRADO,RUPA-RUPA,100601.0,90601.0,667.0,-9.29805555555555,-76.0005555555556
HUANUCO,LEONCIO PRADO,DANIEL ALOMIAS ROBLES,100602.0,90602.0,669.0,-9.18777777777778,-75.9547222222222
HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,100603.0,90603.0,1354.0,-9.20555555555556,-75.8358333333333
HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,100604.0,90606.0,587.0,-8.93222222222222,-76.1161111111111
HUANUCO,LEONCIO PRADO,LUYANDO,100605.0,90604.0,642.0,-9.24805555555555,-75.9941666666667
HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,100606.0,90605.0,736.0,-9.44277777777778,-75.9711111111111
HUANUCO,LEONCIO PRADO,PUCAYACU,100607.0,90607.0,573.0,-8.74972222222222,-76.1211111111111
HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,100608.0,90608.0,675.0,-9.27972222222222,-76.0088888888889
HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,100609.0,90609.0,626.0,-9.07861111111111,-76.0605555555556
HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,100610.0,90610.0,617.0,-9.02361111111111,-76.0666666666667
HUANUCO,MARAÑON,HUACRACHUCO,100701.0,90501.0,2914.0,-8.60472222222222,-77.1491666666667
HUANUCO,MARAÑON,CHOLON,100702.0,90502.0,2447.0,-8.65583333333334,-76.8752777777778
HUANUCO,MARAÑON,SAN BUENAVENTURA,100703.0,90505.0,3211.0,-8.76777777777778,-77.1861111111111
HUANUCO,MARAÑON,LA MORADA,100704.0,90506.0,559.0,-8.79444444444444,-76.2497222222222
HUANUCO,MARAÑON,SANTA ROSA DE ALTO YANAJANCA,100705.0,90507.0,530.0,-8.65277777777778,-76.3147222222222
HUANUCO,PACHITEA,PANAO,100801.0,90701.0,2536.0,-9.8975,-75.9941666666667
HUANUCO,PACHITEA,CHAGLLA,100802.0,90702.0,3040.0,-9.84472222222222,-75.9027777777778
HUANUCO,PACHITEA,MOLINO,100803.0,90704.0,2396.0,-9.91083333333333,-76.0166666666667
HUANUCO,PACHITEA,UMARI,100804.0,90706.0,2524.0,-9.86416666666667,-76.0444444444444
HUANUCO,PUERTO INCA,PUERTO INCA,100901.0,90802.0,215.0,-9.37888888888889,-74.9658333333333
HUANUCO,PUERTO INCA,CODO DEL POZUZO,100902.0,90803.0,398.0,-9.67,-75.4625
HUANUCO,PUERTO INCA,HONORIA,100903.0,90801.0,177.0,-8.76944444444445,-74.7091666666667
HUANUCO,PUERTO INCA,TOURNAVISTA,100904.0,90804.0,214.0,-8.93444444444445,-74.7013888888889
HUANUCO,PUERTO INCA,YUYAPICHIS,100905.0,90805.0,227.0,-9.62833333333333,-74.9747222222222
HUANUCO,LAURICOCHA,JESUS,101001.0,91001.0,3499.0,-10.0783333333333,-76.6313888888889
HUANUCO,LAURICOCHA,BAÑOS,101002.0,91002.0,3442.0,-10.0763888888889,-76.7355555555555
HUANUCO,LAURICOCHA,JIVIA,101003.0,91007.0,3394.0,-10.0233333333333,-76.6802777777778
HUANUCO,LAURICOCHA,QUEROPALCA,101004.0,91004.0,3835.0,-10.1813888888889,-76.8030555555556
HUANUCO,LAURICOCHA,RONDOS,101005.0,91006.0,3617.0,-9.98444444444445,-76.6883333333333
HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,101006.0,91003.0,3457.0,-9.97638888888889,-76.6769444444444
HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,101007.0,91005.0,3625.0,-10.1425,-76.6255555555555
HUANUCO,YAROWILCA,CHAVINILLO,101101.0,91101.0,3475.0,-9.85888888888889,-76.6088888888889
HUANUCO,YAROWILCA,CAHUAC,101102.0,91103.0,3413.0,-9.85277777777778,-76.6305555555555
HUANUCO,YAROWILCA,CHACABAMBA,101103.0,91104.0,3204.0,-9.90027777777778,-76.6111111111111
HUANUCO,YAROWILCA,APARICIO POMARES,101104.0,91102.0,3452.0,-9.74777777777777,-76.6480555555556
HUANUCO,YAROWILCA,JACAS CHICO,101105.0,91105.0,3816.0,-9.88638888888889,-76.5030555555555
HUANUCO,YAROWILCA,OBAS,101106.0,91106.0,3543.0,-9.79527777777778,-76.6658333333333
HUANUCO,YAROWILCA,PAMPAMARCA,101107.0,91107.0,3436.0,-9.70527777777778,-76.7025
HUANUCO,YAROWILCA,CHORAS,101108.0,91108.0,3554.0,-9.91027777777778,-76.6058333333333
ICA,ICA,ICA,110101.0,100101.0,432.0,-14.0636111111111,-75.7291666666667
ICA,ICA,LA TINGUIÑA,110102.0,100102.0,463.0,-14.0333333333333,-75.7105555555556
ICA,ICA,LOS AQUIJES,110103.0,100103.0,446.0,-14.0963888888889,-75.6905555555555
ICA,ICA,OCUCAJE,110104.0,100114.0,332.0,-14.3466666666667,-75.6722222222222
ICA,ICA,PACHACUTEC,110105.0,100113.0,424.0,-14.1519444444444,-75.6919444444444
ICA,ICA,PARCONA,110106.0,100104.0,472.0,-14.0538888888889,-75.6855555555555
ICA,ICA,PUEBLO NUEVO,110107.0,100105.0,417.0,-14.1272222222222,-75.7058333333333
ICA,ICA,SALAS,110108.0,100106.0,452.0,-13.9858333333333,-75.7722222222222
ICA,ICA,SAN JOSE DE LOS MOLINOS,110109.0,100107.0,542.0,-13.9330555555556,-75.6708333333333
ICA,ICA,SAN JUAN BAUTISTA,110110.0,100108.0,459.0,-14.0113888888889,-75.7352777777778
ICA,ICA,SANTIAGO,110111.0,100109.0,395.0,-14.1858333333333,-75.7144444444445
ICA,ICA,SUBTANJALLA,110112.0,100110.0,445.0,-14.0186111111111,-75.7580555555556
ICA,ICA,TATE,110113.0,100112.0,417.0,-14.1558333333333,-75.7080555555555
ICA,ICA,YAUCA DEL ROSARIO,110114.0,100111.0,861.0,-14.0988888888889,-75.4769444444444
ICA,CHINCHA,CHINCHA ALTA,110201.0,100201.0,140.0,-13.4183333333333,-76.1325
ICA,CHINCHA,ALTO LARAN,110202.0,100209.0,156.0,-13.4425,-76.0833333333333
ICA,CHINCHA,CHAVIN,110203.0,100202.0,3183.0,-13.0763888888889,-75.9130555555556
ICA,CHINCHA,CHINCHA BAJA,110204.0,100203.0,44.0,-13.4594444444444,-76.1655555555555
ICA,CHINCHA,EL CARMEN,110205.0,100204.0,160.0,-13.4994444444444,-76.0577777777778
ICA,CHINCHA,GROCIO PRADO,110206.0,100205.0,134.0,-13.3980555555556,-76.1561111111111
ICA,CHINCHA,PUEBLO NUEVO,110207.0,100210.0,146.0,-13.4041666666667,-76.1275
ICA,CHINCHA,SAN JUAN DE YANAC,110208.0,100211.0,2555.0,-13.2111111111111,-75.7872222222222
ICA,CHINCHA,SAN PEDRO DE HUACARPANA,110209.0,100206.0,3812.0,-13.0491666666667,-75.6477777777778
ICA,CHINCHA,SUNAMPE,110210.0,100207.0,94.0,-13.4275,-76.1636111111111
ICA,CHINCHA,TAMBO DE MORA,110211.0,100208.0,37.0,-13.4605555555556,-76.1766666666667
ICA,NAZCA,NAZCA,110301.0,100301.0,618.0,-14.8269444444444,-74.9372222222222
ICA,NAZCA,CHANGUILLO,110302.0,100302.0,260.0,-14.6647222222222,-75.2225
ICA,NAZCA,EL INGENIO,110303.0,100303.0,463.0,-14.6452777777778,-75.0583333333333
ICA,NAZCA,MARCONA,110304.0,100304.0,36.0,-15.3619444444444,-75.1658333333333
ICA,NAZCA,VISTA ALEGRE,110305.0,100305.0,618.0,-14.8458333333333,-74.9438888888889
ICA,PALPA,PALPA,110401.0,100501.0,371.0,-14.5338888888889,-75.185
ICA,PALPA,LLIPATA,110402.0,100502.0,317.0,-14.5633333333333,-75.2075
ICA,PALPA,RIO GRANDE,110403.0,100503.0,369.0,-14.52,-75.2011111111111
ICA,PALPA,SANTA CRUZ,110404.0,100504.0,546.0,-14.4833333333333,-75.2455555555556
ICA,PALPA,TIBILLO,110405.0,100505.0,2192.0,-14.0938888888889,-75.1716666666667
ICA,PISCO,PISCO,110501.0,100401.0,39.0,-13.71,-76.2016666666667
ICA,PISCO,HUANCANO,110502.0,100402.0,1039.0,-13.6008333333333,-75.6186111111111
ICA,PISCO,HUMAY,110503.0,100403.0,426.0,-13.7227777777778,-75.8866666666667
ICA,PISCO,INDEPENDENCIA,110504.0,100404.0,235.0,-13.6938888888889,-76.0247222222222
ICA,PISCO,PARACAS,110505.0,100405.0,14.0,-13.8388888888889,-76.2519444444444
ICA,PISCO,SAN ANDRES,110506.0,100406.0,16.0,-13.7313888888889,-76.2233333333333
ICA,PISCO,SAN CLEMENTE,110507.0,100407.0,116.0,-13.6802777777778,-76.1569444444444
ICA,PISCO,TUPAC AMARU INCA,110508.0,100408.0,113.0,-13.7133333333333,-76.1483333333333
JUNIN,HUANCAYO,HUANCAYO,120101.0,110101.0,3294.0,-12.0708333333333,-75.2088888888889
JUNIN,HUANCAYO,CARHUACALLANGA,120104.0,110103.0,3774.0,-12.355,-75.2005555555556
JUNIN,HUANCAYO,CHACAPAMPA,120105.0,110106.0,3413.0,-12.345,-75.2475
JUNIN,HUANCAYO,CHICCHE,120106.0,110107.0,3606.0,-12.2961111111111,-75.2986111111111
JUNIN,HUANCAYO,CHILCA,120107.0,110108.0,3273.0,-12.0866666666667,-75.2083333333333
JUNIN,HUANCAYO,CHONGOS ALTO,120108.0,110109.0,3573.0,-12.3116666666667,-75.2891666666667
JUNIN,HUANCAYO,CHUPURO,120111.0,110112.0,3197.0,-12.1555555555556,-75.2455555555556
JUNIN,HUANCAYO,COLCA,120112.0,110104.0,3499.0,-12.3175,-75.2222222222222
JUNIN,HUANCAYO,CULLHUAS,120113.0,110105.0,3549.0,-12.2205555555556,-75.1669444444445
JUNIN,HUANCAYO,EL TAMBO,120114.0,110113.0,3305.0,-12.0502777777778,-75.2213888888889
JUNIN,HUANCAYO,HUACRAPUQUIO,120116.0,110114.0,3238.0,-12.1711111111111,-75.2208333333333
JUNIN,HUANCAYO,HUALHUAS,120117.0,110116.0,3267.0,-11.9713888888889,-75.2508333333333
JUNIN,HUANCAYO,HUANCAN,120119.0,110118.0,3252.0,-12.1066666666667,-75.2166666666667
JUNIN,HUANCAYO,HUASICANCHA,120120.0,110119.0,3755.0,-12.3322222222222,-75.2819444444445
JUNIN,HUANCAYO,HUAYUCACHI,120121.0,110120.0,3251.0,-12.1386111111111,-75.2236111111111
JUNIN,HUANCAYO,INGENIO,120122.0,110121.0,3486.0,-11.8905555555556,-75.2663888888889
JUNIN,HUANCAYO,PARIAHUANCA,120124.0,110122.0,2591.0,-11.9802777777778,-74.8966666666667
JUNIN,HUANCAYO,PILCOMAYO,120125.0,110123.0,3244.0,-12.0494444444444,-75.2505555555556
JUNIN,HUANCAYO,PUCARA,120126.0,110124.0,3374.0,-12.1725,-75.1455555555555
JUNIN,HUANCAYO,QUICHUAY,120127.0,110125.0,3430.0,-11.8897222222222,-75.2861111111111
JUNIN,HUANCAYO,QUILCAS,120128.0,110126.0,3323.0,-11.9380555555556,-75.2597222222222
JUNIN,HUANCAYO,SAN AGUSTIN,120129.0,110127.0,3297.0,-11.9897222222222,-75.2441666666667
JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,120130.0,110128.0,3301.0,-11.9491666666667,-75.2822222222222
JUNIN,HUANCAYO,SAÑO,120132.0,110132.0,3297.0,-11.9588888888889,-75.2586111111111
JUNIN,HUANCAYO,SAPALLANGA,120133.0,110133.0,3330.0,-12.1413888888889,-75.1580555555555
JUNIN,HUANCAYO,SICAYA,120134.0,110134.0,3305.0,-12.0147222222222,-75.28
JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,120135.0,110131.0,2221.0,-11.7688888888889,-74.7952777777778
JUNIN,HUANCAYO,VIQUES,120136.0,110136.0,3200.0,-12.1597222222222,-75.2319444444445
JUNIN,CONCEPCION,CONCEPCION,120201.0,110201.0,3303.0,-11.9188888888889,-75.3125
JUNIN,CONCEPCION,ACO,120202.0,110202.0,3474.0,-11.9580555555556,-75.3683333333333
JUNIN,CONCEPCION,ANDAMARCA,120203.0,110203.0,2508.0,-11.7283333333333,-74.8016666666667
JUNIN,CONCEPCION,CHAMBARA,120204.0,110206.0,3521.0,-12.0272222222222,-75.3752777777778
JUNIN,CONCEPCION,COCHAS,120205.0,110205.0,3231.0,-11.66,-75.1022222222222
JUNIN,CONCEPCION,COMAS,120206.0,110204.0,3303.0,-11.7177777777778,-75.0816666666667
JUNIN,CONCEPCION,HEROINAS TOLEDO,120207.0,110207.0,3764.0,-11.8355555555556,-75.2908333333333
JUNIN,CONCEPCION,MANZANARES,120208.0,110208.0,3381.0,-12.0161111111111,-75.3458333333333
JUNIN,CONCEPCION,MARISCAL CASTILLA,120209.0,110209.0,2513.0,-11.6191666666667,-75.09
JUNIN,CONCEPCION,MATAHUASI,120210.0,110210.0,3302.0,-11.8938888888889,-75.3441666666667
JUNIN,CONCEPCION,MITO,120211.0,110211.0,3296.0,-11.9372222222222,-75.3391666666667
JUNIN,CONCEPCION,NUEVE DE JULIO,120212.0,110212.0,3339.0,-11.8977777777778,-75.3180555555555
JUNIN,CONCEPCION,ORCOTUNA,120213.0,110213.0,3271.0,-11.9672222222222,-75.3075
JUNIN,CONCEPCION,SAN JOSE DE QUERO,120214.0,110215.0,3913.0,-12.0855555555556,-75.5363888888889
JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,120215.0,110214.0,3396.0,-11.8772222222222,-75.295
JUNIN,CHANCHAMAYO,CHANCHAMAYO,120301.0,110801.0,804.0,-11.0566666666667,-75.3275
JUNIN,CHANCHAMAYO,PERENE,120302.0,110806.0,666.0,-10.9475,-75.2247222222222
JUNIN,CHANCHAMAYO,PICHANAQUI,120303.0,110805.0,531.0,-10.9263888888889,-74.8727777777777
JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,120304.0,110804.0,739.0,-10.8883333333333,-75.2872222222222
JUNIN,CHANCHAMAYO,SAN RAMON,120305.0,110802.0,865.0,-11.1205555555556,-75.3530555555555
JUNIN,CHANCHAMAYO,VITOC,120306.0,110803.0,962.0,-11.2102777777778,-75.3347222222222
JUNIN,JAUJA,JAUJA,120401.0,110301.0,3425.0,-11.7755555555556,-75.5005555555556
JUNIN,JAUJA,ACOLLA,120402.0,110302.0,3493.0,-11.7311111111111,-75.5466666666667
JUNIN,JAUJA,APATA,120403.0,110303.0,3359.0,-11.8552777777778,-75.3544444444444
JUNIN,JAUJA,ATAURA,120404.0,110304.0,3364.0,-11.8027777777778,-75.4388888888889
JUNIN,JAUJA,CANCHAYLLO,120405.0,110305.0,3632.0,-11.8022222222222,-75.7180555555556
JUNIN,JAUJA,CURICACA,120406.0,110331.0,3546.0,-11.7852777777778,-75.675
JUNIN,JAUJA,EL MANTARO,120407.0,110306.0,3336.0,-11.8222222222222,-75.3919444444445
JUNIN,JAUJA,HUAMALI,120408.0,110307.0,3366.0,-11.8072222222222,-75.4241666666667
JUNIN,JAUJA,HUARIPAMPA,120409.0,110308.0,3378.0,-11.8077777777778,-75.4711111111111
JUNIN,JAUJA,HUERTAS,120410.0,110309.0,3404.0,-11.76,-75.4697222222222
JUNIN,JAUJA,JANJAILLO,120411.0,110310.0,3830.0,-11.7644444444444,-75.6102777777778
JUNIN,JAUJA,JULCAN,120412.0,110311.0,3473.0,-11.7591666666667,-75.4352777777778
JUNIN,JAUJA,LEONOR ORDOÑEZ,120413.0,110312.0,3319.0,-11.8594444444444,-75.4175
JUNIN,JAUJA,LLOCLLAPAMPA,120414.0,110313.0,3526.0,-11.8175,-75.6238888888889
JUNIN,JAUJA,MARCO,120415.0,110314.0,3480.0,-11.7405555555556,-75.5611111111111
JUNIN,JAUJA,MASMA,120416.0,110315.0,3505.0,-11.7852777777778,-75.4261111111111
JUNIN,JAUJA,MASMA CHICCHE,120417.0,110332.0,3671.0,-11.7861111111111,-75.3816666666667
JUNIN,JAUJA,MOLINOS,120418.0,110316.0,3459.0,-11.7377777777778,-75.4461111111111
JUNIN,JAUJA,MONOBAMBA,120419.0,110317.0,1495.0,-11.3605555555556,-75.3266666666667
JUNIN,JAUJA,MUQUI,120420.0,110318.0,3358.0,-11.8333333333333,-75.435
JUNIN,JAUJA,MUQUIYAUYO,120421.0,110319.0,3373.0,-11.8138888888889,-75.4538888888889
JUNIN,JAUJA,PACA,120422.0,110320.0,3402.0,-11.7091666666667,-75.5183333333333
JUNIN,JAUJA,PACCHA,120423.0,110321.0,3679.0,-11.8536111111111,-75.5063888888889
JUNIN,JAUJA,PANCAN,120424.0,110322.0,3398.0,-11.7488888888889,-75.4861111111111
JUNIN,JAUJA,PARCO,120425.0,110323.0,3437.0,-11.8011111111111,-75.5427777777778
JUNIN,JAUJA,POMACANCHA,120426.0,110324.0,3824.0,-11.7391666666667,-75.6233333333333
JUNIN,JAUJA,RICRAN,120427.0,110325.0,3645.0,-11.5394444444444,-75.5272222222222
JUNIN,JAUJA,SAN LORENZO,120428.0,110326.0,3337.0,-11.8463888888889,-75.3816666666667
JUNIN,JAUJA,SAN PEDRO DE CHUNAN,120429.0,110327.0,3417.0,-11.7255555555556,-75.4863888888889
JUNIN,JAUJA,SAUSA,120430.0,110333.0,3387.0,-11.7936111111111,-75.4847222222222
JUNIN,JAUJA,SINCOS,120431.0,110328.0,3280.0,-11.8913888888889,-75.3869444444445
JUNIN,JAUJA,TUNAN MARCA,120432.0,110329.0,3492.0,-11.7297222222222,-75.5705555555556
JUNIN,JAUJA,YAULI,120433.0,110330.0,3439.0,-11.715,-75.4719444444444
JUNIN,JAUJA,YAUYOS,120434.0,110334.0,3420.0,-11.7808333333333,-75.4997222222222
JUNIN,JUNIN,JUNIN,120501.0,110401.0,4127.0,-11.1613888888889,-75.9983333333333
JUNIN,JUNIN,CARHUAMAYO,120502.0,110402.0,4154.0,-10.9227777777778,-76.0577777777778
JUNIN,JUNIN,ONDORES,120503.0,110403.0,4108.0,-11.0836111111111,-76.1466666666667
JUNIN,JUNIN,ULCUMAYO,120504.0,110404.0,3636.0,-10.9675,-75.8780555555555
JUNIN,SATIPO,SATIPO,120601.0,110701.0,676.0,-11.2538888888889,-74.6361111111111
JUNIN,SATIPO,COVIRIALI,120602.0,110702.0,708.0,-11.2913888888889,-74.6275
JUNIN,SATIPO,LLAYLLA,120603.0,110703.0,1122.0,-11.3811111111111,-74.5902777777778
JUNIN,SATIPO,MAZAMARI,120604.0,110704.0,694.0,-11.325,-74.5302777777778
JUNIN,SATIPO,PAMPA HERMOSA,120605.0,110705.0,1231.0,-11.4041666666667,-74.7516666666667
JUNIN,SATIPO,PANGOA,120606.0,110706.0,816.0,-11.4283333333333,-74.4888888888889
JUNIN,SATIPO,RIO NEGRO,120607.0,110707.0,665.0,-11.2088888888889,-74.6594444444444
JUNIN,SATIPO,RIO TAMBO,120608.0,110708.0,358.0,-11.1475,-74.3063888888889
JUNIN,SATIPO,VIZCATAN DEL ENE,120609.0,110709.0,539.0,-12.1861111111111,-74.0272222222222
JUNIN,TARMA,TARMA,120701.0,110501.0,3094.0,-11.42,-75.6880555555555
JUNIN,TARMA,ACOBAMBA,120702.0,110502.0,2961.0,-11.3533333333333,-75.6591666666667
JUNIN,TARMA,HUARICOLCA,120703.0,110503.0,3783.0,-11.5119444444444,-75.6527777777778
JUNIN,TARMA,HUASAHUASI,120704.0,110504.0,2768.0,-11.265,-75.6502777777778
JUNIN,TARMA,LA UNION,120705.0,110505.0,3556.0,-11.3772222222222,-75.7519444444444
JUNIN,TARMA,PALCA,120706.0,110506.0,2759.0,-11.3461111111111,-75.5686111111111
JUNIN,TARMA,PALCAMAYO,120707.0,110507.0,3351.0,-11.2958333333333,-75.7727777777777
JUNIN,TARMA,SAN PEDRO DE CAJAS,120708.0,110508.0,4027.0,-11.2491666666667,-75.8627777777777
JUNIN,TARMA,TAPO,120709.0,110509.0,3146.0,-11.3902777777778,-75.5638888888889
JUNIN,YAULI,LA OROYA,120801.0,110601.0,3757.0,-11.5219444444444,-75.9077777777778
JUNIN,YAULI,CHACAPALPA,120802.0,110602.0,3775.0,-11.7327777777778,-75.7555555555555
JUNIN,YAULI,HUAY-HUAY,120803.0,110603.0,3995.0,-11.7225,-75.905
JUNIN,YAULI,MARCAPOMACOCHA,120804.0,110604.0,4451.0,-11.4066666666667,-76.3361111111111
JUNIN,YAULI,MOROCOCHA,120805.0,110605.0,4268.0,-11.5872222222222,-76.0633333333333
JUNIN,YAULI,PACCHA,120806.0,110606.0,3786.0,-11.4730555555556,-75.9605555555556
JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,120807.0,110607.0,4145.0,-11.2038888888889,-76.2855555555555
JUNIN,YAULI,SANTA ROSA DE SACCO,120808.0,110610.0,3831.0,-11.5491666666667,-75.9402777777778
JUNIN,YAULI,SUITUCANCHA,120809.0,110608.0,4286.0,-11.7875,-75.9363888888889
JUNIN,YAULI,YAULI,120810.0,110609.0,4137.0,-11.6658333333333,-76.0858333333333
JUNIN,CHUPACA,CHUPACA,120901.0,110901.0,3286.0,-12.0577777777778,-75.2894444444444
JUNIN,CHUPACA,AHUAC,120902.0,110902.0,3341.0,-12.0858333333333,-75.3211111111111
JUNIN,CHUPACA,CHONGOS BAJO,120903.0,110903.0,3288.0,-12.1338888888889,-75.2680555555555
JUNIN,CHUPACA,HUACHAC,120904.0,110904.0,3378.0,-12.0205555555556,-75.3411111111111
JUNIN,CHUPACA,HUAMANCACA CHICO,120905.0,110905.0,3203.0,-12.0808333333333,-75.2422222222222
JUNIN,CHUPACA,SAN JUAN DE YSCOS,120906.0,110906.0,3280.0,-12.0983333333333,-75.2927777777778
JUNIN,CHUPACA,SAN JUAN DE JARPA,120907.0,110907.0,3692.0,-12.1263888888889,-75.4355555555556
JUNIN,CHUPACA,TRES DE DICIEMBRE,120908.0,110908.0,3193.0,-12.1097222222222,-75.2458333333333
JUNIN,CHUPACA,YANACANCHA,120909.0,110909.0,3854.0,-12.2011111111111,-75.3866666666667
LA LIBERTAD,TRUJILLO,TRUJILLO,130101.0,120101.0,74.0,-8.1,-79.0305555555556
LA LIBERTAD,TRUJILLO,EL PORVENIR,130102.0,120110.0,92.0,-8.08805555555555,-78.9977777777778
LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,130103.0,120112.0,92.0,-8.08277777777778,-79.0233333333333
LA LIBERTAD,TRUJILLO,HUANCHACO,130104.0,120102.0,19.0,-8.08,-79.1216666666667
LA LIBERTAD,TRUJILLO,LA ESPERANZA,130105.0,120111.0,137.0,-8.05611111111111,-79.0516666666667
